Subway,Subway lat,Subway Lng,School,School Lat,School Lng,Distance,Time
W 4th St - Washington Sq (Lower),40.732254830000002,-74.000308149999995,CUNY City College,40.819794000000002,-73.950550000000007,10895,8154
W 4th St - Washington Sq (Lower),40.732254830000002,-74.000308149999995,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,2291,1726
W 4th St - Washington Sq (Lower),40.732254830000002,-74.000308149999995,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,2828,2115
W 4th St - Washington Sq (Lower),40.732254830000002,-74.000308149999995,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,4976,3798
Buhre Ave,40.846810329999997,-73.832568999999992,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,18079,13569
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Hunter College,40.768669000000003,-73.964794999999995,15188,11410
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,38497,28807
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,7629,5915
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,24283,18163
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY City College,40.819794000000002,-73.950550000000007,11567,8826
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,18669,13941
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY LaGuardia Community College,40.744500000000002,-73.935057,17362,13029
Buhre Ave,40.846810329999997,-73.832568999999992,College of Staten Island CUNY,40.603949,-74.148701000000003,41694,26127
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,27031,20385
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Hostos Community College,40.817601000000003,-73.927363,9252,6955
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Lehman College,40.873927999999999,-73.894627,8071,6269
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY York College,40.702660999999999,-73.794585999999995,27856,21004
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Queensborough Community College,40.754857999999999,-73.754548,29058,21758
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Queens College,40.737771000000002,-73.815387000000001,24182,18129
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,22556,16830
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY Brooklyn College,40.631912,-73.953119999999998,30892,23201
Buhre Ave,40.846810329999997,-73.832568999999992,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,17550,13144
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,7321,5487
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Lehman College,40.873927999999999,-73.894627,7025,5372
Hunts Point Ave,40.82094833,-73.890548999999993,College of Staten Island CUNY,40.603949,-74.148701000000003,35870,21747
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,5221,3918
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Hunter College,40.768669000000003,-73.964794999999995,7365,5523
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Queensborough Community College,40.754857999999999,-73.754548,22045,16450
33rd St,40.746081330000003,-73.982076000000006,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,10717,8129
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,24521,18339
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY York College,40.702660999999999,-73.794585999999995,19090,14429
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Hostos Community College,40.817601000000003,-73.927363,7828,5806
86th St,40.788644329999997,-73.976218000000003,CUNY Lehman College,40.873927999999999,-73.894627,12763,9549
86th St,40.788644329999997,-73.976218000000003,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,5908,4391
86th St,40.788644329999997,-73.976218000000003,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,2353,1729
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,11727,8764
51st St,40.757107329999997,-73.971919999999997,CUNY Lehman College,40.873927999999999,-73.894627,15247,11456
233rd St,40.89314358,-73.857362390000006,CUNY Brooklyn College,40.631912,-73.953119999999998,34040,25390
233rd St,40.89314358,-73.857362390000006,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,30180,22574
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,College of Staten Island CUNY,40.603949,-74.148701000000003,26602,14833
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY LaGuardia Community College,40.744500000000002,-73.935057,11365,8527
233rd St,40.89314358,-73.857362390000006,CUNY York College,40.702660999999999,-73.794585999999995,31005,23192
51st St,40.757107329999997,-73.971919999999997,CUNY York College,40.702660999999999,-73.794585999999995,17838,13468
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Queens College,40.737771000000002,-73.815387000000001,18370,13834
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Hostos Community College,40.817601000000003,-73.927363,3429,2575
233rd St,40.89314358,-73.857362390000006,CUNY LaGuardia Community College,40.744500000000002,-73.935057,20511,15217
33rd St,40.746081330000003,-73.982076000000006,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,4368,3215
51st St,40.757107329999997,-73.971919999999997,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,12298,9287
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,12846,9561
Lexington Ave - 59th St,40.76252633,-73.967967000000002,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,2238,1678
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,17950,13382
51st St,40.757107329999997,-73.971919999999997,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,7871,5905
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Queens College,40.737771000000002,-73.815387000000001,16764,12554
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,1108,813
86th St,40.788644329999997,-73.976218000000003,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,4353,3237
86th St,40.788644329999997,-73.976218000000003,CUNY Hunter College,40.768669000000003,-73.964794999999995,3182,2398
86th St,40.788644329999997,-73.976218000000003,College of Staten Island CUNY,40.603949,-74.148701000000003,28432,16182
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Lehman College,40.873927999999999,-73.894627,20819,15610
33rd St,40.746081330000003,-73.982076000000006,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,14304,10750
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Lehman College,40.873927999999999,-73.894627,14170,10605
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,9421,7086
86th St,40.788644329999997,-73.976218000000003,CUNY Brooklyn College,40.631912,-73.953119999999998,19013,14251
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,5320,4108
33rd St,40.746081330000003,-73.982076000000006,CUNY Queens College,40.737771000000002,-73.815387000000001,15742,11536
86th St,40.788644329999997,-73.976218000000003,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,26351,19688
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6708,4955
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Brooklyn College,40.631912,-73.953119999999998,17183,12902
51st St,40.757107329999997,-73.971919999999997,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6022,4442
33rd St,40.746081330000003,-73.982076000000006,CUNY Queensborough Community College,40.754857999999999,-73.754548,21048,15470
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,4078,3042
86th St,40.788644329999997,-73.976218000000003,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,10380,7789
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,16733,12450
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,12981,9803
86th St,40.788644329999997,-73.976218000000003,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,11250,8435
51st St,40.757107329999997,-73.971919999999997,College of Staten Island CUNY,40.603949,-74.148701000000003,25232,13815
86th St,40.788644329999997,-73.976218000000003,CUNY City College,40.819794000000002,-73.950550000000007,4336,3266
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Hunter College,40.768669000000003,-73.964794999999995,855,673
Hunts Point Ave,40.82094833,-73.890548999999993,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,12256,9189
51st St,40.757107329999997,-73.971919999999997,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,2137,1554
33rd St,40.746081330000003,-73.982076000000006,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,1106,852
86th St,40.788644329999997,-73.976218000000003,CUNY Hostos Community College,40.817601000000003,-73.927363,6455,4799
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY City College,40.819794000000002,-73.950550000000007,13230,9911
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY LaGuardia Community College,40.744500000000002,-73.935057,8477,6034
233rd St,40.89314358,-73.857362390000006,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,6821,5085
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,18460,13783
33rd St,40.746081330000003,-73.982076000000006,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,6290,4747
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Queens College,40.737771000000002,-73.815387000000001,14823,11086
233rd St,40.89314358,-73.857362390000006,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,20837,15474
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,7276,5511
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,23655,17675
51st St,40.757107329999997,-73.971919999999997,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,12932,9746
233rd St,40.89314358,-73.857362390000006,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,24858,18338
233rd St,40.89314358,-73.857362390000006,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,26483,19726
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Hunter College,40.768669000000003,-73.964794999999995,1853,1423
51st St,40.757107329999997,-73.971919999999997,CUNY Brooklyn College,40.631912,-73.953119999999998,15634,11721
33rd St,40.746081330000003,-73.982076000000006,CUNY York College,40.702660999999999,-73.794585999999995,18016,13344
233rd St,40.89314358,-73.857362390000006,CUNY Hunter College,40.768669000000003,-73.964794999999995,17356,12942
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,2138,1659
51st St,40.757107329999997,-73.971919999999997,CUNY Queensborough Community College,40.754857999999999,-73.754548,20793,15489
33rd St,40.746081330000003,-73.982076000000006,CUNY City College,40.819794000000002,-73.950550000000007,9390,7052
51st St,40.757107329999997,-73.971919999999997,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,2480,1909
233rd St,40.89314358,-73.857362390000006,College of Staten Island CUNY,40.603949,-74.148701000000003,43894,27689
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,12250,9210
51st St,40.757107329999997,-73.971919999999997,CUNY City College,40.819794000000002,-73.950550000000007,8114,6141
233rd St,40.89314358,-73.857362390000006,CUNY Queensborough Community College,40.754857999999999,-73.754548,32207,23946
233rd St,40.89314358,-73.857362390000006,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,19088,14137
51st St,40.757107329999997,-73.971919999999997,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,22972,17159
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY LaGuardia Community College,40.744500000000002,-73.935057,6039,4545
33rd St,40.746081330000003,-73.982076000000006,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,3508,2642
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,2656,1999
33rd St,40.746081330000003,-73.982076000000006,CUNY Hunter College,40.768669000000003,-73.964794999999995,3113,2354
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY LaGuardia Community College,40.744500000000002,-73.935057,4098,3076
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Brooklyn College,40.631912,-73.953119999999998,10612,7945
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Brooklyn College,40.631912,-73.953119999999998,24895,18700
233rd St,40.89314358,-73.857362390000006,CUNY City College,40.819794000000002,-73.950550000000007,12663,9482
233rd St,40.89314358,-73.857362390000006,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,20199,15077
51st St,40.757107329999997,-73.971919999999997,CUNY Queens College,40.737771000000002,-73.815387000000001,15512,11593
33rd St,40.746081330000003,-73.982076000000006,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,796,574
33rd St,40.746081330000003,-73.982076000000006,CUNY Hostos Community College,40.817601000000003,-73.927363,9633,7168
86th St,40.788644329999997,-73.976218000000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,7768,5817
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,18504,13901
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,2523,1888
86th St,40.788644329999997,-73.976218000000003,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,8579,6276
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Brooklyn College,40.631912,-73.953119999999998,16317,12237
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Queensborough Community College,40.754857999999999,-73.754548,23747,17816
86th St,40.788644329999997,-73.976218000000003,CUNY York College,40.702660999999999,-73.794585999999995,20819,15701
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,32500,24306
51st St,40.757107329999997,-73.971919999999997,CUNY Hunter College,40.768669000000003,-73.964794999999995,1548,1191
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Queens College,40.737771000000002,-73.815387000000001,18184,13628
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6773,4948
51st St,40.757107329999997,-73.971919999999997,CUNY LaGuardia Community College,40.744500000000002,-73.935057,4787,3584
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY York College,40.702660999999999,-73.794585999999995,17148,12960
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,861,634
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY York College,40.702660999999999,-73.794585999999995,21859,16503
33rd St,40.746081330000003,-73.982076000000006,College of Staten Island CUNY,40.603949,-74.148701000000003,23579,12588
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Hostos Community College,40.817601000000003,-73.927363,13832,10319
33rd St,40.746081330000003,-73.982076000000006,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,21390,16000
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Queensborough Community College,40.754857999999999,-73.754548,20103,14981
33rd St,40.746081330000003,-73.982076000000006,CUNY LaGuardia Community College,40.744500000000002,-73.935057,4645,3193
33rd St,40.746081330000003,-73.982076000000006,CUNY Brooklyn College,40.631912,-73.953119999999998,14052,10563
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Hostos Community College,40.817601000000003,-73.927363,7401,5545
33rd St,40.746081330000003,-73.982076000000006,CUNY Lehman College,40.873927999999999,-73.894627,16619,12459
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Queensborough Community College,40.754857999999999,-73.754548,23061,17256
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,13847,10468
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY City College,40.819794000000002,-73.950550000000007,7432,5626
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,2820,2066
86th St,40.788644329999997,-73.976218000000003,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,15677,11817
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY York College,40.702660999999999,-73.794585999999995,18744,14073
Lexington Ave - 59th St,40.76252633,-73.967967000000002,College of Staten Island CUNY,40.603949,-74.148701000000003,25919,14328
233rd St,40.89314358,-73.857362390000006,CUNY Queens College,40.737771000000002,-73.815387000000001,27330,20317
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,3748,2811
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,21034,15884
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY Hunter College,40.768669000000003,-73.964794999999995,9365,7030
233rd St,40.89314358,-73.857362390000006,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,41584,30979
233rd St,40.89314358,-73.857362390000006,CUNY Lehman College,40.873927999999999,-73.894627,4960,3714
233rd St,40.89314358,-73.857362390000006,CUNY Hostos Community College,40.817601000000003,-73.927363,10994,8171
Hunts Point Ave,40.82094833,-73.890548999999993,CUNY City College,40.819794000000002,-73.950550000000007,5744,4446
86th St,40.788644329999997,-73.976218000000003,CUNY Queensborough Community College,40.754857999999999,-73.754548,23364,17545
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,11787,8845
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY New York City College of Technology,40.695483000000003,-73.987856000000008,8554,6421
Lexington Ave - 59th St,40.76252633,-73.967967000000002,CUNY Lehman College,40.873927999999999,-73.894627,14565,10920
86th St,40.788644329999997,-73.976218000000003,CUNY Queens College,40.737771000000002,-73.815387000000001,18493,13826
51st St,40.757107329999997,-73.971919999999997,CUNY Hostos Community College,40.817601000000003,-73.927363,8094,6064
66th St - Lincoln Ctr,40.77344033,-73.982208999999997,CUNY City College,40.819794000000002,-73.950550000000007,5988,4498
Brooklyn Bridge - City Hall,40.713065329999999,-74.004131000000001,College of Staten Island CUNY,40.603949,-74.148701000000003,19479,9567
51st St,40.757107329999997,-73.971919999999997,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,1549,1193
Franklin Ave,40.670765490000001,-73.958099739999994,College of Staten Island CUNY,40.603949,-74.148701000000003,24726,13082
Graham Ave,40.71457633,-73.943943999999988,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,6302,4783
96th St,40.785672329999997,-73.951070000000001,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,5179,3837
45th Rd - Court House Sq,40.747023329999998,-73.945263999999995,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,4436,3094
Rockaway Ave,40.678340329999997,-73.911946,College of Staten Island CUNY,40.603949,-74.148701000000003,27712,15311
Hewes St,40.70689033,-73.953488000000007,CUNY Brooklyn College,40.631912,-73.953119999999998,8803,6599
Grand St,40.71157633,-73.940496999999993,CUNY Lehman College,40.873927999999999,-73.894627,21221,16038
Zerega Ave,40.836488330000002,-73.847036000000003,CUNY Hunter College,40.768669000000003,-73.964794999999995,13509,10171
Nostrand Ave,40.680438330000001,-73.950426000000007,CUNY Queens College,40.737771000000002,-73.815387000000001,14410,10825
Church Ave,40.650861020000001,-73.949455139999998,CUNY Brooklyn College,40.631912,-73.953119999999998,2534,1868
Hewes St,40.70689033,-73.953488000000007,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,4943,3783
104th St,40.681711329999999,-73.837682999999998,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,10613,7935
Kingston - Throop Aves,40.679919329999997,-73.940859000000003,CUNY Queensborough Community College,40.754857999999999,-73.754548,19587,14778
Broad Channel,40.608402509999998,-73.815832689999993,CUNY Queens College,40.737771000000002,-73.815387000000001,17251,12850
Canal St,40.722854329999997,-74.006276999999997,CUNY City College,40.819794000000002,-73.950550000000007,12035,9023
Castle Hill Ave,40.834255329999998,-73.851221999999993,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,15420,11552
Queensboro Plz,40.750635979999998,-73.940163530000007,CUNY Queens College,40.737771000000002,-73.815387000000001,11856,8971
Sterling St,40.66277333,-73.950728909999995,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,25256,19008
Ocean Pkwy,40.576312000000001,-73.968501000000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,20808,15611
Montrose Ave,40.707391399999999,-73.939792850000003,CUNY Hunter College,40.768669000000003,-73.964794999999995,9243,6992
Lexington Ave - 53rd St,40.757468639999999,-73.969072370000006,CUNY Hunter College,40.768669000000003,-73.964794999999995,1571,1229
28th St,40.745454330000001,-73.988697999999999,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,3937,2904
Nassau Ave,40.724480329999999,-73.951183,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6632,4929
Metropolitan Ave,40.712774330000002,-73.951424000000003,CUNY LaGuardia Community College,40.744500000000002,-73.935057,4358,3262
Bergen St,40.680862470000001,-73.974999150000002,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,7591,5725
Bleecker St (Downtown),40.725931240000001,-73.994674680000003,CUNY Hostos Community College,40.817601000000003,-73.927363,12176,9049
Metropolitan Ave,40.712774330000002,-73.951424000000003,CUNY City College,40.819794000000002,-73.950550000000007,15439,11598
Vernon Blvd - Jackson Ave,40.74262633,-73.953581,CUNY Queens College,40.737771000000002,-73.815387000000001,12820,9649
Bedford Ave,40.717174329999999,-73.956665000000001,CUNY York College,40.702660999999999,-73.794585999999995,14249,10699
Union St,40.677315999999998,-73.983109999999996,College of Staten Island CUNY,40.603949,-74.148701000000003,23140,11975
Atlantic Ave,40.68448866,-73.976783440000005,CUNY Kingsborough Community College,40.576446000000004,-73.934779000000006,13745,10227
Lexington Ave - 53rd St,40.757468639999999,-73.969072370000006,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,6367,4707
Parkside Ave,40.655073369999997,-73.96145344,CUNY City College,40.819794000000002,-73.950550000000007,20423,15368
Newkirk Ave,40.635142270000003,-73.962694870000007,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,16904,12737
138th St - Grand Concourse,40.813224329999997,-73.929849000000004,CUNY Brooklyn College,40.631912,-73.953119999999998,23230,17415
Junction Blvd,40.749145329999998,-73.869527000000005,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,10574,7547
Broad Channel,40.608402509999998,-73.815832689999993,CUNY LaGuardia Community College,40.744500000000002,-73.935057,20807,15495
Clinton - Washington Aves,40.688094329999998,-73.966796000000002,CUNY Bernard M Baruch College,40.740237999999998,-73.983417000000003,7811,5836
Franklin Ave,40.670765490000001,-73.958099739999994,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,11112,8328
Borough Hall,40.692404330000002,-73.990150999999997,CUNY Brooklyn College,40.631912,-73.953119999999998,7812,5856
104th St,40.681711329999999,-73.837682999999998,CUNY Borough of Manhattan Community College,40.718790000000006,-74.011825999999999,16836,12569
Times Sq - 42nd St,40.755983329999999,-73.986229000000009,CUNY Hostos Community College,40.817601000000003,-73.927363,9286,6877
Lorimer St,40.703844330000003,-73.947355000000002,CUNY Bronx Community College,40.857185000000001,-73.909742000000008,20458,15437
Bedford - Nostrand Aves,40.68962733,-73.953521999999992,CUNY Medgar Evers College,40.666255999999997,-73.957076000000001,2785,2145
Sterling St,40.66277333,-73.950728909999995,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,12474,9425
5th Ave - 53rd St,40.760087169999998,-73.975248499999992,CUNY York College,40.702660999999999,-73.794585999999995,18084,13665
104th St,40.681711329999999,-73.837682999999998,CUNY Hostos Community College,40.817601000000003,-73.927363,20378,15281
Hunters Point Ave,40.742216329999998,-73.948915999999997,CUNY Brooklyn College,40.631912,-73.953119999999998,13381,10024
Clinton - Washington Aves,40.688094329999998,-73.966796000000002,Stella and Charles Guttman Community College,40.752800000000001,-73.984121000000002,9336,7002
Kingston Ave,40.669481779999998,-73.942159779999997,CUNY York College,40.702660999999999,-73.794585999999995,13332,9759
50th St,40.761728329999997,-73.983848999999992,CUNY Queensborough Community College,40.754857999999999,-73.754548,21959,16376
Brooklyn College - Flatbush Ave,40.632842740000001,-73.947541209999997,CUNY John Jay College of Criminal Justice,40.770674999999997,-73.988381000000004,17270,13049
